MANDT,BILLINGDOCUMENTTYPE,LANGUAGE,BILLINGDOCUMENTTYPENAME
102,IVS,D,Storno interne Verrechnung
102,IVS,E,Intercompany Billing Cancellation
102,IVS,F,Annulation de facturation inter-sociétés
102,IVS,G,Ενδοεταιρική Ακύρωση Τιμολόγησης
102,IVS,H,Váll. átfogó elszámolás stornózása
102,IVS,I,Storno fatturazione intercompany
102,IVS,J,会社間請求取消
102,IVS,K,Annullering af intern afregning
102,IVS,L,Storno rozliczenia wewnętrznego
102,IVS,M,取消公司間請款
102,IVS,N,Stornering interne verrekening
102,IVS,O,Annuller intern fakturering
102,IVS,P,Cancelamento de fatura interempresarial
102,IVS,Q,Storno interného zúčtovania
102,IVS,R,Сторно внутреннего перерасчета
102,IVS,S,Cancelación de facturación interna
102,IVS,T,ŞA mahsuplaştırma iptali
102,IVS,U,Sisäisen veloituksen peruutus
102,IVS,V,Annullera intern avräkning
102,IVS,W,Сторниране вътрешнофирмено изготв.сметка
102,IVS,X,Tarpbalansinio sąsk. išrašymo atšaukimas
102,IVS,Y,Starpuzņēmumu norēķinu atcelšana
102,IVS,c,Anul·lar facturació interna
102,IVS,d,Storno internog fakturisanja
102,IVS,묩,IB रद्द करें
102,IVS,뱋,IB болдырмау
102,IVS,쁩,Hủy lập hóa đơn liên công ty
102,J001,1,DRM COGS 调整
102,J001,2,DRM การปรับปรุง COGS
102,J001,3,DRM 매출 원가 조정
102,J001,4,DRMAjCostBunuriVând
102,J001,5,DRM prilag.last.str.
102,J001,6,DRM usklađenje troška prodane robe
102,J001,7,DRM COGS Pelarasan
102,J001,8,Коригування DRM COGS
102,J001,9,DRM COGS korrigeer.
102,J001,A,DRM: ضبط تكلفة البضاعة المباعة
102,J001,B,DRM COGS התאמה
102,J001,C,DRM COGS Adj.
102,J001,D,DRM COGS Adj.
102,J001,E,DRM COGS Adj.
102,J001,F,DRM Ajust. CtRevient
102,J001,G,Προσ.DRM COGS
102,J001,H,DRM forg. ktg. kiig.
102,J001,I,DRM COGS Adj.
102,J001,J,DRM COGS 調整
102,J001,K,DRM SK korr.
102,J001,L,DRM: Koszty wł. dos.
102,J001,M,DRM 銷貨成本調整
102,J001,N,DRM COGS Adj.
102,J001,O,DRM COGS Adj.
102,J001,P,DRM ajuste COGS
102,J001,Q,DRM COGS Adj.
102,J001,R,DRM COGS корр.
102,J001,S,DRM COGS Adj.
102,J001,T,DRM COGS ayarlaması
102,J001,U,DRM omakust. muk.
102,J001,V,DRM KSV just.
102,J001,W,DRM COGS кориг.
102,J001,X,DRM COGS koreg.
102,J001,Y,DRM COGS korekcija
102,J001,c,DRM COGS Aj.
102,J001,d,DRM COGS usklađiv.
102,J001,묩,DRM COGS समायोजन
102,J001,뱋,DRM COGS реттеуі
102,J001,쁩,DRM COGS đ.chỉnh
102,J3G1,1,CEM 内部
102,J3G1,2,CEM ภายใน
102,J3G1,3,CEM 내부
102,J3G1,4,CEM intern
102,J3G1,5,ETM interno
102,J3G1,6,CEM interno
102,J3G1,7,CEM Dalaman
102,J3G1,8,CEM: внутрішнє
102,J3G1,9,CEM: sisemine
102,J3G1,A,إدارة معدات الإنشاء: داخلي
102,J3G1,B,CEM פנימי
102,J3G1,C,EMT: Interní
102,J3G1,D,ETM intern
102,J3G1,E,CEM Internal
102,J3G1,F,ETM interne
102,J3G1,G,Εσωτερικό CEM
102,J3G1,H,CEM belső
102,J3G1,I,ETM interno
102,J3G1,J,CEM (内部)
102,J3G1,K,ETM intern
102,J3G1,L,EMT - wewn.
102,J3G1,M,設備與工具管理〈內部〉
102,J3G1,N,ETM intern
102,J3G1,O,ETM internt
102,J3G1,P,EMT interna
102,J3G1,Q,EMT: Interné
102,J3G1,R,ETM: внутр.
102,J3G1,S,ETM interno
102,J3G1,T,ETM dahili
102,J3G1,U,CEM sisäinen
102,J3G1,V,CEM intern
102,J3G1,W,CEM вътрешен
102,J3G1,X,CEM vidinis
102,J3G1,Y,Iekšējais CEM
102,J3G1,c,CEM intern
102,J3G1,d,CEM interno
102,J3G1,묩,CEM आंतरिक
102,J3G1,뱋,CEM ішкі
102,J3G1,쁩,CEM bên trong
102,J3G2,1,CEM 外部
102,J3G2,2,CEM ภายนอก
102,J3G2,3,CEM 외부
102,J3G2,4,CEM extern
102,J3G2,5,ETM eksterno
102,J3G2,6,CEM vanjsko
102,J3G2,7,CEM Luaran
102,J3G2,8,CEM: зовнішнє
102,J3G2,9,CEM: väline
102,J3G2,A,إدارة معدات الإنشاء: خارجي
102,J3G2,B,CEM חיצוני
102,J3G2,C,CEM externí
102,J3G2,D,ETM extern
102,J3G2,E,CEM External
102,J3G2,F,ETM externe
102,J3G2,G,Εξωτερικό CEM
102,J3G2,H,CEM külső
102,J3G2,I,ETM esterno
102,J3G2,J,CEM (外部)
102,J3G2,K,ETM ekstern
102,J3G2,L,EMT - zewn.
102,J3G2,M,設備與工具管理〈外部〉
102,J3G2,N,ETM extern
102,J3G2,O,ETM eksternt
102,J3G2,P,ETM externa
102,J3G2,Q,EMT: Externé
102,J3G2,R,ETM: внешн.
102,J3G2,S,ETM externo
102,J3G2,T,ETM harici
102,J3G2,U,CEM ulkoinen
102,J3G2,V,CEM extern
102,J3G2,W,CEM външен
102,J3G2,X,CEM išorinis
102,J3G2,Y,Ārējais CEM
102,J3G2,c,CEM extern
102,J3G2,d,CEM eksterno
102,J3G2,묩,CEM बाहरी
102,J3G2,뱋,CEM сыртқы
102,J3G2,쁩,CEM bên ngoài
102,J3G3,1,CEM 发票清单（内部）
102,J3G3,2,CEM รายการใบแจ้งหนี้ - ภายใน
102,J3G3,3,CEM 내부 송장 리스트
102,J3G3,4,CEM listă fact.int.
102,J3G3,5,Seznam računov CEM - interno
102,J3G3,6,CEM lista faktura interno
102,J3G3,7,Senarai Invois Dalaman CEM
102,J3G3,8,Внутрішній список рахунків-фактур CEM
102,J3G3,9,CEM: sis. arveloend
102,J3G3,A,إدارة معدات الإنشاء: قائمة فواتير داخلية
102,J3G3,B,CEM רשימת חשבוניות פנימית
102,J3G3,C,CEM: Sezn.fakt.int.
102,J3G3,D,ETM RechListe int.
102,J3G3,E,CEM Invoice List Int
102,J3G3,F,ETM Liste factures int.
102,J3G3,G,Εσωτ.λίστα τιμολ.CEM
102,J3G3,H,CEM belső számlalista
102,J3G3,I,ETM lista fatt. int.
102,J3G3,J,CEM 請求書一覧 (内部)
102,J3G3,K,ETM-faktureringsliste intern
102,J3G3,L,EMT - wewnętrzna lista faktur
102,J3G3,M,設備與工具管理發票清單〈內部〉
102,J3G3,N,CEM factuurlijst int
102,J3G3,O,ETM fakturaliste int.
102,J3G3,P,ETM lista faturas int.
102,J3G3,Q,CEM Int.zoznam faktúr
102,J3G3,R,ЕТМ: ВнутрСписСчетов
102,J3G3,S,ETM Lst.factura int.
102,J3G3,T,ETM ftr.lst.dahili
102,J3G3,U,CEM laskuluett. sis.
102,J3G3,V,CEM-fakturalista intern
102,J3G3,W,CEM вътрешен списък фактури
102,J3G3,X,CEM vidinis sąskaitų sąrašas
102,J3G3,Y,CEM iekšējais faktūrrēķinu saraksts
102,J3G3,c,Llista de factura CEM interna
102,J3G3,d,CEM lista fakt.-int.
102,J3G3,묩,CEM चालान सूची आतंरिक
102,J3G3,뱋,CEM шот фактура тізімі: ішкі
102,J3G3,쁩,CEM ds h.đơn n.bộ
102,J3G4,1,CEM 物料重购（内部）
102,J3G4,2,CEM การซื้อคืนวัสดุ - ภายใน
102,J3G4,3,CEM 내부 자재 재매입
102,J3G4,4,CEM reaprov.mat.int.
102,J3G4,5,Vnovičen nakup materiala CEM - interno
102,J3G4,6,CEM ponovna kupnja materijala interno
102,J3G4,7,Pembelian Semula Bahan Dalaman CEM
102,J3G4,8,CEM: внутрішній викуп матеріалу
102,J3G4,9,CEM:sis.mat.kord-ost
102,J3G4,A,إدارةمعدات إنشاء: إعادة شراء مواد داخلية
102,J3G4,B,CEM רכש מחדש של חומר פנימי
102,J3G4,C,CEM: Odkup mat.int.
102,J3G4,D,ETM MatRückkauf int.
102,J3G4,E,CEM Mat. Repur. Int.
102,J3G4,F,ETM rachat article int.
102,J3G4,G,CEM Εσ.Αναπρομ.Υλ.
102,J3G4,H,CEM belső anyag-visszavás.
102,J3G4,I,ETM: riacq. mat. int.
102,J3G4,J,CEM 品目再購入 (内部)
102,J3G4,K,ETM-materialetilbagekøb internt
102,J3G4,L,EMT Materiał - wykup wewnętrzny
102,J3G4,M,設備與工具管理物料重購〈內部〉
102,J3G4,N,CEM ArtTerugkoop int
102,J3G4,O,ETM mat.tilbekjøp. int.
102,J3G4,P,ETM recompra material int.
102,J3G4,Q,CEM Int.odkúpenie mat.
102,J3G4,R,ETM: ВнутрВыкупМатрл
102,J3G4,S,ETM Recpra.mat.int.
102,J3G4,T,ETM mlz.gr.alma dhl.
102,J3G4,U,CEM nim.TakOsto sis.
102,J3G4,V,CEM-materialåterköp internt
102,J3G4,W,CEM вътрешно изкупуване материали
102,J3G4,X,CEM vidinis medžiagų perpirkimas
102,J3G4,Y,CEM materiālu iekšējā atpirkšana
102,J3G4,c,CEM mat.recompr.int.
102,J3G4,d,CEM otkup.mat.- int.
102,J3G4,묩,CEM सामग्री पुन: क्रय आतंरिक
102,J3G4,뱋,CEM мат.сатып алу: ішкі
102,J3G4,쁩,M.lại v.t n.bộ CEM
102,J3G6,1,CEM 取消（内部）
102,J3G6,2,CEM การยกเลิก - ภายใน
102,J3G6,3,CEM 내부 취소
102,J3G6,4,CEM stornare int.
102,J3G6,5,Preklic CEM - interno
102,J3G6,6,CEM otkazivanje interno
102,J3G6,7,Pembatalan Dalaman CEM
102,J3G6,8,Внутрішнє скасування CEM
102,J3G6,9,CEM: sisem. tühist.
102,J3G6,A,إدارة معدات الإنشاء: إلغاء داخلي
102,J3G6,B,CEM ביטול פנימי
102,J3G6,C,CEM: Storno interní
102,J3G6,D,ETM Storno intern
102,J3G6,E,CEM Cancellation Int
102,J3G6,F,ETM Annulation int.
102,J3G6,G,Εσωτ.ακύρωση CEM
102,J3G6,H,CEM belső stornó
102,J3G6,I,ETM storno interno
102,J3G6,J,CEM 解約 (内部)
102,J3G6,K,ETM-annullering intern
102,J3G6,L,EMT Storno wewnętrzne
102,J3G6,M,設備與工具管理取消〈內部〉
102,J3G6,N,CEM storno intern
102,J3G6,O,ETM tilbakeføring int.
102,J3G6,P,ETM estorno interno
102,J3G6,Q,CEM Interné storno
102,J3G6,R,ETM: внутр. сторно
102,J3G6,S,ETM Anulación int.
102,J3G6,T,ETM iptali dhl.
102,J3G6,U,CEM peruutus sis.
102,J3G6,V,CEM-annullering intern
102,J3G6,W,CEM вътрешно сторно
102,J3G6,X,CEM vidinis anuliavimas
102,J3G6,Y,CEM iekšējā atcelšana
102,J3G6,c,Cancel·lació CEM interna
102,J3G6,d,CEM storniranje - interno
102,J3G6,묩,CEM रद्दकरण आतंरिक
102,J3G6,뱋,CEM түзетпе: ішкі
102,J3G6,쁩,CEM hủy nội bộ
102,J3G7,1,CEM 取消（外部）
102,J3G7,2,CEM การยกเลิก - ภายนอก
102,J3G7,3,CEM 외부 취소
102,J3G7,4,CEM stornare ext.
102,J3G7,5,Preklic CEM - eksterno
102,J3G7,6,CEM otkazivanje vanjsko
102,J3G7,7,Pembatalan Luaran CEM
102,J3G7,8,Зовнішнє скасування CEM
102,J3G7,9,CEM: väline tühistamine
102,J3G7,A,إدارة معدات الإنشاء: إلغاء خارجي
102,J3G7,B,CEM ביטול חיצוני
102,J3G7,C,CEM: Storno externí
102,J3G7,D,ETM Storno extern
102,J3G7,E,CEM Cancellation Ext
102,J3G7,F,ETM Annulation ext.
102,J3G7,G,Εξωτ.ακύρωση CEM
102,J3G7,H,CEM külső stornó
102,J3G7,I,ETM storno esterno
102,J3G7,J,CEM 解約 (外部)
102,J3G7,K,ETM-annullering ekstern
102,J3G7,L,EMT Storno zewnętrzne
102,J3G7,M,設備與工具管理取消〈外部〉
102,J3G7,N,CEM storno extern
102,J3G7,O,ETM tilbakeføring ekst.
102,J3G7,P,ETM estorno externo
102,J3G7,Q,CEM Externé storno
102,J3G7,R,ETM: внешнее сторно
102,J3G7,S,ETM Anulación ext.
102,J3G7,T,ETM iptali hrc.
102,J3G7,U,CEM peruutus ulk.
102,J3G7,V,CEM-annullering extern
102,J3G7,W,CEM външно сторно
102,J3G7,X,CEM išrorinis anuliavimas
102,J3G7,Y,CEM ārējā atcelšana
102,J3G7,c,Cancel·lació CEM externa
102,J3G7,d,CEM storniranje - eksterno
102,J3G7,묩,CEM रद्दकरण बाहरी
102,J3G7,뱋,CEM түзетпе: сыртқы
102,J3G7,쁩,CEM hủy bên ngoài
102,J3G8,1,CEM 物料销售（外部）
102,J3G8,2,CEM การขายวัสดุ - ภายนอก
102,J3G8,3,CEM 외부 자재 판매
102,J3G8,4,CEM vânzări mat.ext.
102,J3G8,5,Prodaja materiala CEM - eksterno
102,J3G8,6,CEM prodaja materijala vanjska
102,J3G8,7,Jualan Bahan Luaran CEM
102,J3G8,8,CEM: зовнішній продаж матеріалу
102,J3G8,9,CEM: väl. mat. müük
102,J3G8,A,إدارة معدات الإنشاء: مبيعات مواد خارجية
102,J3G8,B,CEM מכירות חומר חיצוני
102,J3G8,C,CEM: Prodej mat.ext.
102,J3G8,D,ETM MatVerkauf ext.
102,J3G8,E,CEM Mat. Sales Ext.
102,J3G8,F,ETM Vente article ext.
102,J3G8,G,Εξωτ.πωλ.υλικού CEM
102,J3G8,H,CEM - külső anyagért.
102,J3G8,I,ETM: vend. mat. est.
102,J3G8,J,CEM 品目販売 (外部)
102,J3G8,K,ETM-materialesalg ekstern
102,J3G8,L,EMT Materiał - sprzedaż zewnętrzna
102,J3G8,M,設備與工具管理物料銷售〈外部〉
102,J3G8,N,CEM art.verkoop ext.
102,J3G8,O,ETM mat. salg ekst.
102,J3G8,P,ETM venda material ext.
102,J3G8,Q,CEM Ext.predaj mat.
102,J3G8,R,ETM: ВнешПродажаМтрл
102,J3G8,S,ETM Venta mat.ext.
102,J3G8,T,ETM mlz.stş.harici
102,J3G8,U,CEM nim. myynti ulk.
102,J3G8,V,CEM-mat.förs. extern
102,J3G8,W,CEM външи продажби материали
102,J3G8,X,CEM išorinis medž. pardavimas
102,J3G8,Y,CEM materiālu ārējā pārdošana
102,J3G8,c,Venda mat.ext.CEM
102,J3G8,d,CEM prodaja materijala - eksterno
102,J3G8,묩,CEM सामग्री विक्रय बाहरी
102,J3G8,뱋,CEM мат. сату: сыртқы
102,J3G8,쁩,Bán v.tư ngoài CEM
102,J3G9,1,CEM 物料重购（外部）
102,J3G9,2,CEM การซื้อคืนวัสดุ - ภายนอก
102,J3G9,3,CEM 외부 자재 재매입
102,J3G9,4,CEM reaprov.mat.ext.
102,J3G9,5,Vnovičen nakup materiala CEM - eksterno
102,J3G9,6,CEM ponovna kupnja materijala eksterno
102,J3G9,7,Pembelian Semula Bahan Luaran CEM
102,J3G9,8,CEM: зовнішній викуп матеріалу
102,J3G9,9,CEM:väl.mat.kord-ost
102,J3G9,A,إدارةمعدات إنشاء: إعادة شراء مواد خارجية
102,J3G9,B,CEM רכש מחדש של חומר חיצוני
102,J3G9,C,CEM: Odkup mat.ext.
102,J3G9,D,ETM MatRückkauf ext.
102,J3G9,E,CEM Mat. Repur. Ext.
102,J3G9,F,ETM rachat article ext.
102,J3G9,G,Εξωτ.Αναπρομ.Υλικ.CEM
102,J3G9,H,CEM külső anyag-visszavás.
102,J3G9,I,ETM: riacq. mat. est.
102,J3G9,J,CEM 品目再購入 (外部)
102,J3G9,K,ETM-materialetilbagekøb eksternt
102,J3G9,L,EMT Materiał - wykup zewnętrzny
102,J3G9,M,設備與工具管理物料重購〈外部〉
102,J3G9,N,CEM ArtTerugkoop ext
102,J3G9,O,ETM mat.tilbakekjøp. ekst.
102,J3G9,P,ETM recompra material ext.
102,J3G9,Q,CEM Ext.odkúpenie mat.
102,J3G9,R,ETM: ВнешВыкупМатрл
102,J3G9,S,ETM Recpr.mat.ext.
102,J3G9,T,ETM mlz.gr.alma hrc.
102,J3G9,U,CEM nim.TakOsto ulk.
102,J3G9,V,CEM-materialåterköp externt
102,J3G9,W,CEM външно изкупуване материали
102,J3G9,X,CEM išorinis medž. perpirkimas
102,J3G9,Y,CEM materiālu ārējā atpirkšana
102,J3G9,c,CEM mat.recompr.ext.
102,J3G9,d,CEM otkup materijala - eksterno
102,J3G9,묩,CEM सामग्री पुन: क्रय बाहरी
102,J3G9,뱋,CEM сат.сатып алу: сыртқы
102,J3G9,쁩,M.lại v.t ngoài CEM
102,J3GA,1,CEM 冲销 GC（内部/外部）
102,J3GA,2,CEM การกลับรายการ GC - ภายใน/ภายนอก
102,J3GA,3,CEM 역분개 GC 내/외
102,J3GA,4,CEMStornCGInt/Ext
102,J3GA,5,CEM – storno globalne valute – int./eks.
102,J3GA,6,CEM storniranje GC interno/vanjsko
102,J3GA,7,Pembalikan CEM dalaman/luaran GC
102,J3GA,8,Сторно CEM: GC вн./зовн.
102,J3GA,9,CEM: tühis.GCsis./v.
102,J3GA,A,إدراة معدات إنشاء:إلغاء م.ع. داخلي/خارجي
102,J3GA,B,CEM סטורנו GC פנימי/חיצוני
102,J3GA,C,CEM: StorDobr Int/Ex
102,J3GA,D,ETM Storno GU int/ex
102,J3GA,E,CEM Revrsl GC Int/Ex
102,J3GA,F,ETM annul. maître oeuvre int./ext.
102,J3GA,G,CEM Αντιλ. GC εσ/εξ.
102,J3GA,H,CEM külső/belső főváll. stornója
102,J3GA,I,ETM st. AG int./est.
102,J3GA,J,CEM 取消 GC (内部/外部)
102,J3GA,K,ETM-annullering af HE intern/ekstern
102,J3GA,L,EMT Storno GW wewnętrzne/zewnętrzne
102,J3GA,M,設備與工具管理迴轉外包商〈內/外部〉
102,J3GA,N,CEM storno CN int/ex
102,J3GA,O,ETM tilbakeføring HE int./ekst.
102,J3GA,P,ETM est.CG int./ext.
102,J3GA,Q,CEM StorDobr Int/Ex
102,J3GA,R,ЕТМ:сторно ГП вн/внш
102,J3GA,S,ETM AnulContrInt/Ex
102,J3GA,T,ETM AİV dhl./hrc.
102,J3GA,U,CEM per. PU sis/ulk
102,J3GA,V,CEM-annullering av HE int./ext.
102,J3GA,W,CEM сторн. GC вътр./външ.
102,J3GA,X,CEM anul. GC vid/iš.
102,J3GA,Y,CEM stornēšanas iekšējā/ārējā KV
102,J3GA,c,CEM anul.GC int./ext.
102,J3GA,d,CEM storno GlavUgovarača - int./ekst.
102,J3GA,묩,CEM रिव. GC आंत./बा.
102,J3GA,뱋,CEM түзетпе GC ішкі/сыртқы
102,J3GA,쁩,CEM đảo GC trg/ngoài
102,J3GB,1,CEM GC（内部）
102,J3GB,2,CEM GC ภายใน
102,J3GB,3,CEM GC 내부
102,J3GB,4,CEM CG intern
102,J3GB,5,CEM – globalna valuta - interno
102,J3GB,6,CEM GC interno
102,J3GB,7,CEM GC Dalaman
102,J3GB,8,CEM GC внутрішній
102,J3GB,9,CEM: GC sisemine
102,J3GB,A,إدارة معدات الإنشاء: متعاقد عام داخلي
102,J3GB,B,CEM GC פנימי
102,J3GB,C,CEM: Dobropis int.
102,J3GB,D,ETM GU intern
102,J3GB,E,CEM GC Internal
102,J3GB,F,ETM maître oeuvre int.
102,J3GB,G,CEM GC εσωτερικό
102,J3GB,H,CEM belső főváll.
102,J3GB,I,ETM AG interno
102,J3GB,J,CEM GC (内部)
102,J3GB,K,ETM HE intern
102,J3GB,L,EMT GW wewnętrzne
102,J3GB,M,設備與工具管理外包商〈內部〉
102,J3GB,N,CEM CN intern
102,J3GB,O,ETM HE intern
102,J3GB,P,CEM CG interno
102,J3GB,Q,CEM Dobropis int.
102,J3GB,R,ЕТМ: ВнутрГенПодрядч
102,J3GB,S,ETM contr.int.
102,J3GB,T,ETM AİV dahili
102,J3GB,U,CEM pääurak. sis.
102,J3GB,V,CEM HE intern
102,J3GB,W,CEM GC вътр.
102,J3GB,X,CEM GC vidinis
102,J3GB,Y,CEM iekšējā koncerna valūta
102,J3GB,c,CEM GC intern
102,J3GB,d,CEM glavni ugovarač - interno
102,J3GB,묩,CEM GC आतंरिक
102,J3GB,뱋,CEM GC ішкі
102,J3GB,쁩,CEM GC nội bộ
102,J3GC,1,CEM GU（外部）
102,J3GC,2,CEM GU ภายนอก
102,J3GC,3,CEM GU 외부
102,J3GC,4,CEM CG extern
102,J3GC,5,CEM – GU - eksterno
102,J3GC,6,CEM GU vanjsko
102,J3GC,7,CEM GC Luaran
102,J3GC,8,CEM GU зовнішній
102,J3GC,9,CEM: GU väline
102,J3GC,A,إدراة معدات الإنشاء: متعاقد عام خارجي
102,J3GC,B,CEM GU חיצוני
102,J3GC,C,CEM: Dobropis ext.
102,J3GC,D,ETM GU extern
102,J3GC,E,CEM GU External
102,J3GC,F,ETM maître oeuvre ext.
102,J3GC,G,CEM GU εξωτερικό
102,J3GC,H,CEM külső főváll.
102,J3GC,I,ETM AG esterno
102,J3GC,J,CEM GU (外部)
102,J3GC,K,ETM HE ekstern
102,J3GC,L,EMT GW zewnętrzne
102,J3GC,M,設備與工具管理外包商〈外部〉
102,J3GC,N,CEM CN extern
102,J3GC,O,ETM HE ekstern
102,J3GC,P,LEC GU externo
102,J3GC,Q,CEM Dobropis ext.
102,J3GC,R,ЕТМ: ВншГенПодрядчик
102,J3GC,S,ETM contr.ext.
102,J3GC,T,ETM AİV harici
102,J3GC,U,CEM pääurak. ulk.
102,J3GC,V,CEM HE extern
102,J3GC,W,CEM GU външ.
102,J3GC,X,CEM GU išorinis
102,J3GC,Y,CEM ārējais GU
102,J3GC,c,CEM GU extern
102,J3GC,d,CEM glavni ugovarač - eksterno
102,J3GC,묩,CEM GU आतंरिक
102,J3GC,뱋,CEM GU сыртқы
102,J3GC,쁩,CEM GU ngoài
102,JEX,6,Račun trošar.Indija
102,JEX,E,Excise Invoice India
102,JEX,G,Τιμ.ειδ.φόρου-Ινδία
102,JEX,묩,उत्पाद इनवॉइस भारत
102,JGL,1,贷项凭证
102,JGL,2,ใบลดหนี้
102,JGL,3,대변 메모
102,JGL,4,Credit memo
102,JGL,5,Dobropis
102,JGL,6,Odobrenje
102,JGL,7,Memo Kredit
102,JGL,8,Кредитове авізо
102,JGL,9,Kreeditarve
102,JGL,A,المذكرة الدائنة
102,JGL,B,הודעת זיכוי
102,JGL,C,Dobropis
102,JGL,D,Gutschrift
102,JGL,E,Credit Memo
102,JGL,F,Avoir
102,JGL,G,Πιστωτικό Σημείωμα
102,JGL,H,Jóváírás
102,JGL,I,Nota di credito
102,JGL,J,クレジットメモ
102,JGL,K,Kreditnota
102,JGL,L,Faktura koryg. minus
102,JGL,M,貸項通知單
102,JGL,N,Creditnota
102,JGL,O,Kreditnota
102,JGL,P,Nota de crédito
102,JGL,Q,Dobropis
102,JGL,R,Кредитовое авизо
102,JGL,S,Abono
102,JGL,T,Alacak dekontu
102,JGL,U,Hyvitys
102,JGL,V,Kreditnota
102,JGL,W,Кредитно авизо
102,JGL,X,Kreditinė sąskaita
102,JGL,Y,Kredītrēķins
102,JGL,c,Abonament
102,JGL,d,Odobrenje
102,JGL,묩,क्रेडिट मेमो
102,JGL,뱋,Кредиттік авизо
102,JGL,쁩,Giấy ghi Có
102,JLL,1,借项凭证
102,JLL,2,ใบเพิ่มหนี้
102,JLL,3,차변 메모
102,JLL,4,Debit memo
102,JLL,5,Bremepis
102,JLL,6,Terećenje
102,JLL,7,Memo Debit
102,JLL,8,Дебетове авізо
102,JLL,9,Deebetarve
102,JLL,A,مذكرة مدين
102,JLL,B,הודעת חיוב
102,JLL,C,Vrubopis
102,JLL,D,Lastschrift
102,JLL,E,Debit Memo
102,JLL,F,Note de débit
102,JLL,G,Χρεωστικό Σημείωμα
102,JLL,H,Terhelés
102,JLL,I,Nota di debito
102,JLL,J,デビットメモ
102,JLL,K,Debetnota
102,JLL,L,Faktura korygująca plus
102,JLL,M,借項通知單
102,JLL,N,Debetnota
102,JLL,O,Debetnota
102,JLL,P,Nota de débito
102,JLL,Q,Ťarchopis
102,JLL,R,Дебетовое авизо
102,JLL,S,Nota de cargo
102,JLL,T,Borç dekontu
102,JLL,U,Veloituslasku
102,JLL,V,Debetnota
102,JLL,W,Дебитно авизо
102,JLL,X,Debetinė sąskaita
102,JLL,Y,Debeta avizo
102,JLL,c,Nota de càrrec
102,JLL,d,Zaduženje
102,JLL,묩,डेबिट मेमो
102,JLL,뱋,Дебет авизосы
102,JLL,쁩,Giấy ghi nợ
102,L2,1,借项凭证
102,L2,2,ใบเพิ่มหนี้
102,L2,3,차변 메모
102,L2,4,Debit memo
102,L2,5,Bremepis
102,L2,6,Terećenje
102,L2,7,Memo Debit
102,L2,8,Дебетове авізо
102,L2,9,Deebetarve
102,L2,A,مذكرة مدين
102,L2,B,הודעת חיוב
102,L2,C,Vrubopis
102,L2,D,Lastschrift
102,L2,E,Debit Memo
102,L2,F,Note de débit
102,L2,G,Χρεωστικό Σημείωμα
102,L2,H,Terhelés
102,L2,I,Nota di debito
102,L2,J,デビットメモ
102,L2,K,Debetnota
102,L2,L,Faktura koryg. plus
102,L2,M,借項通知單
102,L2,N,Debetnota
102,L2,O,Debetnota
102,L2,P,Nota de débito
102,L2,Q,Ťarchopis
102,L2,R,Дебетовое авизо
102,L2,S,Nota de cargo
102,L2,T,Borç dekontu
102,L2,U,Veloituslasku
102,L2,V,Debetnota
102,L2,W,Дебитно авизо
102,L2,X,Debetinė sąskaita
102,L2,Y,Debeta avizo
102,L2,c,Nota càrrec
102,L2,d,Zaduženje
102,L2,묩,डेबिट मेमो
102,L2,뱋,Дебет авизосы
102,L2,쁩,Giấy ghi nợ
102,LG,1,贷项凭证清单
102,LG,2,รายการใบลดหนี้
102,LG,3,대변 메모 리스트
102,LG,4,Listă credit memo
102,LG,5,Seznam dobropisov
102,LG,6,List odobrenja
102,LG,7,Senarai Memo Kredit
102,LG,8,Список кредит.авізо
102,LG,9,Kreeditarve loend
102,LG,A,قائمة مذكرات الدائن
102,LG,B,רשימת הודעות זיכוי
102,LG,C,Seznam dobropisů
102,LG,D,Gutschriftsliste
102,LG,E,Credit Memo List
102,LG,F,Liste d'avoirs
102,LG,G,Λίστ.Πιστ.Σημειωμάτ.
102,LG,H,Jóváíráslista
102,LG,I,Lista note cred.
102,LG,J,クレジットメモ一覧
102,LG,K,Kreditnotaliste
102,LG,L,Lista faktur KM
102,LG,M,貸項通知單清單
102,LG,N,Creditnotalijst
102,LG,O,Kreditnotaliste
102,LG,P,Lista nota crédito
102,LG,Q,Zoznam dobropisov
102,LG,R,Список кред. авизо
102,LG,S,Lista de abonos
102,LG,T,Alacak dekontu lst.
102,LG,U,Hyvityslaskuluettelo
102,LG,V,Krediteringslista
102,LG,W,Списък кредит. авизо
102,LG,X,Kred. sąsk. sąr.
102,LG,Y,Kredīta avizo sar.
102,LG,c,Llista d'abonaments
102,LG,d,Lista odobrenja
102,LG,묩,क्रेडिट मेमो सूची
102,LG,뱋,Кред.авиз.тізімі
102,LG,쁩,Ds giấy ghi có
102,LGS,1,取消贷项凭证清单
102,LGS,2,ยกเลิกรายการใบลดหนี้
102,LGS,3,대변메모리스트 취소
102,LGS,4,AnulareListăCredMemo
102,LGS,5,Preklic seznama dobropisov
102,LGS,6,Otkaži listu odobrenja
102,LGS,7,Batal Senarai Memo Kredit
102,LGS,8,Скасувати список кредитових авізо
102,LGS,9,Kreed-arve loe. tüh.
102,LGS,A,إلغاء قائمة مذكرة دائن
102,LGS,B,בטל רשימת הודעות זיכוי
102,LGS,C,Storno sezn.dobrop.
102,LGS,D,Storno Gutschriftenliste
102,LGS,E,Cancel Cred.Mem.List
102,LGS,F,Annulation de liste d'avoirs
